293,1752
294,1752
295,1752
296,1752
297,1752
298,1752
299,1752
300,1752
301,1752
302,1752
303,1752
304,1752
305,1752
306,1752
307,1752
308,1752
309,1752
310,1752
311,1752
312,1752
313,1752
314,1752
315,1752
316,1752
317,1752
318,1752
319,1752
320,1752
321,1752
322,1752
323,1752
324,1752
325,1752
326,1752
327,1752
328,1752
329,1752
330,1752
331,1752
332,1752
333,1752
334,1752
335,1752
336,1752
337,1752
338,1752
339,1752
340,1752
341,1752
342,1752
343,1752
344,1752
345,1752
346,1752
347,1752
348,1752
349,1752
350,1752
351,1752
352,1752
353,1752
354,1752
355,1752
356,1752
357,1752
358,1752
359,1752
360,1752
361,1752
362,1752
363,1752
364,1752
365,1752
366,1752
367,1752
368,1752
369,1752
370,1752
371,1752
372,1752
373,1752
374,1752
375,1752
376,1752
377,1752
378,1752
379,1752
380,1752
381,1752
382,1752
383,1752
384,1752
385,1752
386,1752
387,1752
388,1752
389,1752
390,1752
391,1752
392,1752
393,1752
394,1752
395,1752
396,1752
397,1752
398,1752
399,1752
400,1752
401,1752
402,1752
403,1752
404,1752
405,1752
406,1752
407,1752
408,1752
409,1752
410,1752
411,1752
412,1752
413,1752
414,1752
415,1752
416,1752
417,1752
418,1752
419,1752
420,1752
421,1752
422,1752
423,1752
424,1752
425,1752
426,1752
427,1752
428,1752
429,1752
430,1752
431,1752
432,1752
433,1752
434,1752
435,1752
436,1752
437,1752
438,1752
439,1752
440,1752
441,1752
442,1752
443,1752
444,1752
445,1752
446,1752
447,1752
448,1752
449,1752
450,1752
451,1752
452,1752
453,1752
454,1752
455,1752
456,1752
457,1752
458,1752
459,1752
460,1752
461,1752
462,1752
463,1752
464,1752
465,1752
466,1752
467,1752
468,1752
469,1752
470,1752
471,1752
472,1752
473,1752
474,1752
475,1752
476,1716
477,1716
478,1716
479,1716
480,1716
481,1716
482,1716
483,1716
484,1716
485,1716
486,1716
487,1716
488,1716
489,1716
490,1716
491,1716
492,1716
493,1716
494,1716
495,1716
496,1716
497,1716
498,1716
499,1716
500,1716
501,1716
502,1716
503,1716
504,1716
505,1716
506,1716
507,1716
508,1716
509,1716
510,1716
511,1716
512,1716
513,1716
514,1716
515,1716
516,1716
517,1716
518,1716
519,1716
520,1716
521,1716
522,1716
523,1716
524,1716
525,1716
526,1716
527,1716
528,1716
529,1716
530,1716
531,1716
532,1716
533,1716
534,1716
535,1716
536,1716
537,1716
538,1716
539,1716
540,1716
541,1716
542,1716
543,1716
544,1716
545,1716
546,1716
547,1716
548,1716
549,1716
550,1716
551,1716
552,1716
553,1716
554,1716
555,1716
556,1716
557,1716
558,1716
559,1716
560,1716
561,1716
562,1716
563,1716
564,1716
565,1716
566,1716
567,1716
568,1716
569,1716
570,1716
571,1716
572,1716
573,1716
574,1716
575,1716
576,1716
577,1716
578,1716
579,1716
580,1716
581,1716
582,1716
583,1716
584,1716
585,1716
586,1716
587,1716
588,1716
589,1716
590,1716
591,1716
592,1716
593,1716
594,1716
595,1716
596,1716
597,1716
598,1716
599,1716
600,1716
601,1716
602,1716
603,1716
604,1716
605,1716
606,1716
607,1716
608,1716
609,1716
610,1716
611,1716
612,1716
613,1716
614,1716
615,1716
616,1716
617,1716
618,1716
619,1716
620,1716
621,1716
622,1716
623,1716
624,1716
625,1716
626,1716
627,1716
628,1716
629,1716
630,1716
631,1716
632,1716
633,1716
634,1716
635,1716
636,1716
637,1716
638,1716
639,1716
640,1716
641,1716
642,1716
643,1716
644,1716
645,1716
646,1716
647,1716
648,1716
649,1716
650,1716
651,1716
652,1716
653,1716
654,1716
655,1716
656,1716
657,1716
658,1716
659,1716
660,1716
661,1716
662,1716
663,1716
664,1716
665,1716
666,1716
667,1716
668,1716
669,1716
670,1716
671,1716
672,1716
673,1716
674,1716
675,1716
676,1716
677,1716
678,1716
679,1716
680,1716
681,1716
682,1716
683,1716
684,1716
685,1716
686,1716
687,1716
688,1716
689,1716
690,1716
691,1716
692,1716
693,1716
694,1716
695,1716
696,1716
697,1716
698,1716
699,1716
700,1716
701,1716
702,1716
703,1716
704,1716
705,1716
706,1716
707,1716
708,1716
709,1716
710,1716
711,1716
712,1716
713,1716
714,1716
715,1716
716,1716
717,1716
718,1716
719,1716
720,1716
721,1716
722,1716
723,1716
724,1716
725,1716
726,1716
727,1716
728,1716
729,1716
730,1716
731,1716
732,1716
733,1716
734,1716
735,1716
736,1716
737,1716
738,1716
739,1716
740,1716
741,1716
742,1716
743,1716
744,1716
745,1716
746,1716
747,1716
748,1716
749,1716
750,1716
751,1716
752,1716
753,1716
754,1716
755,1716
756,1716
757,1716
758,1716
759,1716
760,1716
761,1716
762,1716
763,1716
764,1716
765,1716
766,1716
767,1716
768,1716
769,1716
770,1716
771,1716
772,1716
773,1716
774,1716
775,1716
776,1716
777,1716
778,1716
779,1716
780,1716
781,1716
782,1716
783,1716
784,1716
785,1716
786,1716
787,1716
788,1716
789,1716
790,1716
791,1716
792,1716
793,1716
794,1716
795,1716
796,1716
797,1716
798,1716
799,1716
800,1716
801,1716
802,1716
803,1716
804,1716
805,1716
806,1716
807,1716
808,1716
809,1716
810,1716
811,1716
812,1716
813,1716
814,1716
815,1716
816,1716
817,1716
818,1716
819,1716
820,1716
821,1716
822,1716
823,1716
824,1716
825,1716
826,1716
827,1716
828,1716
829,1716
830,1716
831,1716
832,1716
833,1716
834,1716
835,1716
836,1716
837,1716
838,1716
839,1716
840,1716
841,1716
842,1716
843,1716
844,1716
845,1716
846,1716
847,1716
848,1716
849,1716
850,1716
851,1716
852,1716
853,1716
854,1716
855,1716
856,1716
857,1716
858,1716
859,1716
860,1716
861,1716
862,1716
863,1716
864,1716
865,1716
866,1716
867,1716
868,1716
869,1716
870,1716
871,1716
872,1716
873,1716
874,1716
875,1716
876,1716
877,1716
878,1716
879,1716
880,1716
881,1716
882,1716
883,1716
884,1716
885,1716
886,1716
887,1716
888,1716
889,1716
890,1716
891,1716
892,1716
893,1716
894,1716
895,1716
896,1716
897,1716
898,1716
899,1716
900,1716
901,1716
902,1716
903,1716
904,1716
905,1716
906,1716
907,1716
908,1716
909,1716
910,1716
911,1716
912,1716
913,1716
914,1716
915,1716
916,1716
917,1716
918,1716
919,1716
920,1716
921,1716
922,1716
923,1716
924,1716
925,1716
926,1716
927,1716
928,1716
929,1716
930,1716
931,1716
932,1716
933,1716
934,1716
935,1716
936,1716
937,1716
938,1716
939,1716
940,1716
941,1716
942,1716
943,1716
944,1716
945,1716
946,1716
947,1716
948,1716
949,1716
950,1716
951,1716
952,1716
953,1716
954,1716
955,1716
956,1716
957,1716
958,1716
959,1716
960,1716
961,1716
962,1716
963,1716
964,1716
965,1716
966,1716
967,1716
968,1716
969,1716
970,1716
971,1716
972,1716
973,1716
974,1716
975,1716
976,1716
977,1716
978,1716
979,1716
980,1716
981,1716
982,1716
983,1716
984,1716
985,1716
986,1716
987,1716
988,1716
989,1716
990,1716
991,1716
992,1716
993,1716
994,1716
995,1716
996,1716
997,1716
998,1716
999,1716
1000,1716
